Time, Delta, Dela Prev, Data Id, Data Type, Data Count, Ip Address, Data
2019-05-08 13:26:18.640503,2.607874,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.641501,2.608872,0.000998,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.642511,2.609882,0.00101,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.642511,2.609882,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.642511,2.609882,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.643495,2.610866,0.000984,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.643495,2.610866,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.643495,2.610866,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.644491,2.611862,0.000996,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.644491,2.611862,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.644491,2.611862,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.645489,2.61286,0.000998,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.645489,2.61286,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.645489,2.61286,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.646486,2.613857,0.000997,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.646486,2.613857,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.647483,2.614854,0.000997,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.647483,2.614854,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.647483,2.614854,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.648480,2.615851,0.000997,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.650476,2.617847,0.001996,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.651473,2.618844,0.000997,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.651473,2.618844,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.651473,2.618844,0.0,0,b,0,('0.0.0.0', 11000),()
