Time, Delta, Delat Prev, Data Id, Data Type, Data Count, Ip Address, Data
2019-05-08 13:22:52.446592,1.889815,2019-05-08 13:22:52.446592,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.448584,1.891807,2019-05-08 13:22:52.448584,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.450579,1.893802,2019-05-08 13:22:52.450579,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.452574,1.895797,2019-05-08 13:22:52.452574,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.453572,1.896795,2019-05-08 13:22:52.453572,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.457562,1.900785,2019-05-08 13:22:52.457562,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.459556,1.902779,2019-05-08 13:22:52.459556,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.461551,1.904774,2019-05-08 13:22:52.461551,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.463545,1.906768,2019-05-08 13:22:52.463545,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.466538,1.909761,2019-05-08 13:22:52.466538,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.467535,1.910758,2019-05-08 13:22:52.467535,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.469530,1.912753,2019-05-08 13:22:52.469530,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.470526,1.913749,2019-05-08 13:22:52.470526,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.471524,1.914747,2019-05-08 13:22:52.471524,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.473519,1.916742,2019-05-08 13:22:52.473519,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.478519,1.921742,2019-05-08 13:22:52.478519,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.480500,1.923723,2019-05-08 13:22:52.480500,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.482495,1.925718,2019-05-08 13:22:52.482495,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.484490,1.927713,2019-05-08 13:22:52.484490,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.488479,1.931702,2019-05-08 13:22:52.488479,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.489477,1.9327,2019-05-08 13:22:52.489477,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.492470,1.935693,2019-05-08 13:22:52.492470,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.493466,1.936689,2019-05-08 13:22:52.493466,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.494463,1.937686,2019-05-08 13:22:52.494463,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.498453,1.941676,2019-05-08 13:22:52.498453,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.500449,1.943672,2019-05-08 13:22:52.500449,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.503439,1.946662,2019-05-08 13:22:52.503439,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.505433,1.948656,2019-05-08 13:22:52.505433,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.509424,1.952647,2019-05-08 13:22:52.509424,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.511418,1.954641,2019-05-08 13:22:52.511418,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.513412,1.956635,2019-05-08 13:22:52.513412,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.515408,1.958631,2019-05-08 13:22:52.515408,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.518404,1.961627,2019-05-08 13:22:52.518404,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.520394,1.963617,2019-05-08 13:22:52.520394,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.522389,1.965612,2019-05-08 13:22:52.522389,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.525395,1.968618,2019-05-08 13:22:52.525395,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.528374,1.971597,2019-05-08 13:22:52.528374,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.530367,1.97359,2019-05-08 13:22:52.530367,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.532362,1.975585,2019-05-08 13:22:52.532362,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.533361,1.976584,2019-05-08 13:22:52.533361,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.535355,1.978578,2019-05-08 13:22:52.535355,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.539353,1.982576,2019-05-08 13:22:52.539353,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.542336,1.985559,2019-05-08 13:22:52.542336,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.543333,1.986556,2019-05-08 13:22:52.543333,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.544331,1.987554,2019-05-08 13:22:52.544331,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.546325,1.989548,2019-05-08 13:22:52.546325,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.550316,1.993539,2019-05-08 13:22:52.550316,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.552310,1.995533,2019-05-08 13:22:52.552310,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.554303,1.997526,2019-05-08 13:22:52.554303,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.555302,1.998525,2019-05-08 13:22:52.555302,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.556299,1.999522,2019-05-08 13:22:52.556299,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.561285,2.004508,2019-05-08 13:22:52.561285,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.563280,2.006503,2019-05-08 13:22:52.563280,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.565274,2.008497,2019-05-08 13:22:52.565274,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.567270,2.010493,2019-05-08 13:22:52.567270,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.571260,2.014483,2019-05-08 13:22:52.571260,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.573254,2.016477,2019-05-08 13:22:52.573254,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.576246,2.019469,2019-05-08 13:22:52.576246,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.580236,2.023459,2019-05-08 13:22:52.580236,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.582231,2.025454,2019-05-08 13:22:52.582231,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.584224,2.027447,2019-05-08 13:22:52.584224,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.587217,2.03044,2019-05-08 13:22:52.587217,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.591207,2.03443,2019-05-08 13:22:52.591207,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.593200,2.036423,2019-05-08 13:22:52.593200,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.596192,2.039415,2019-05-08 13:22:52.596192,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.598187,2.04141,2019-05-08 13:22:52.598187,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.602176,2.045399,2019-05-08 13:22:52.602176,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.604172,2.047395,2019-05-08 13:22:52.604172,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.606166,2.049389,2019-05-08 13:22:52.606166,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.611155,2.054378,2019-05-08 13:22:52.611155,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.613147,2.05637,2019-05-08 13:22:52.613147,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.615142,2.058365,2019-05-08 13:22:52.615142,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.617137,2.06036,2019-05-08 13:22:52.617137,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.621136,2.064359,2019-05-08 13:22:52.621136,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.623121,2.066344,2019-05-08 13:22:52.623121,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.626113,2.069336,2019-05-08 13:22:52.626113,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.628108,2.071331,2019-05-08 13:22:52.628108,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.632097,2.07532,2019-05-08 13:22:52.632097,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.635089,2.078312,2019-05-08 13:22:52.635089,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.637084,2.080307,2019-05-08 13:22:52.637084,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.641075,2.084298,2019-05-08 13:22:52.641075,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.644066,2.087289,2019-05-08 13:22:52.644066,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.645062,2.088285,2019-05-08 13:22:52.645062,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.647057,2.09028,2019-05-08 13:22:52.647057,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.652046,2.095269,2019-05-08 13:22:52.652046,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.654039,2.097262,2019-05-08 13:22:52.654039,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.656033,2.099256,2019-05-08 13:22:52.656033,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.659027,2.10225,2019-05-08 13:22:52.659027,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.663016,2.106239,2019-05-08 13:22:52.663016,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.665009,2.108232,2019-05-08 13:22:52.665009,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.667004,2.110227,2019-05-08 13:22:52.667004,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.668998,2.112221,2019-05-08 13:22:52.668998,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.673985,2.117208,2019-05-08 13:22:52.673985,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.675980,2.119203,2019-05-08 13:22:52.675980,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.678973,2.122196,2019-05-08 13:22:52.678973,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.682962,2.126185,2019-05-08 13:22:52.682962,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.684957,2.12818,2019-05-08 13:22:52.684957,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.686952,2.130175,2019-05-08 13:22:52.686952,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.690942,2.134165,2019-05-08 13:22:52.690942,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.693933,2.137156,2019-05-08 13:22:52.693933,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.696924,2.140147,2019-05-08 13:22:52.696924,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.698919,2.142142,2019-05-08 13:22:52.698919,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.702911,2.146134,2019-05-08 13:22:52.702911,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.704904,2.148127,2019-05-08 13:22:52.704904,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.707895,2.151118,2019-05-08 13:22:52.707895,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.711889,2.155112,2019-05-08 13:22:52.711889,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.712883,2.156106,2019-05-08 13:22:52.712883,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.713880,2.157103,2019-05-08 13:22:52.713880,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.715874,2.159097,2019-05-08 13:22:52.715874,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.716874,2.160097,2019-05-08 13:22:52.716874,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.717868,2.161091,2019-05-08 13:22:52.717868,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.718867,2.16209,2019-05-08 13:22:52.718867,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.723853,2.167076,2019-05-08 13:22:52.723853,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.726845,2.170068,2019-05-08 13:22:52.726845,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.728839,2.172062,2019-05-08 13:22:52.728839,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.732835,2.176058,2019-05-08 13:22:52.732835,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.734823,2.178046,2019-05-08 13:22:52.734823,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.737816,2.181039,2019-05-08 13:22:52.737816,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.739811,2.183034,2019-05-08 13:22:52.739811,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.743801,2.187024,2019-05-08 13:22:52.743801,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.744797,2.18802,2019-05-08 13:22:52.744797,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.746792,2.190015,2019-05-08 13:22:52.746792,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.748787,2.19201,2019-05-08 13:22:52.748787,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.751779,2.195002,2019-05-08 13:22:52.751779,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.754774,2.197997,2019-05-08 13:22:52.754774,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.756765,2.199988,2019-05-08 13:22:52.756765,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.758769,2.201992,2019-05-08 13:22:52.758769,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.761753,2.204976,2019-05-08 13:22:52.761753,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.764744,2.207967,2019-05-08 13:22:52.764744,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.766738,2.209961,2019-05-08 13:22:52.766738,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.768733,2.211956,2019-05-08 13:22:52.768733,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.769730,2.212953,2019-05-08 13:22:52.769730,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.770728,2.213951,2019-05-08 13:22:52.770728,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.776713,2.219936,2019-05-08 13:22:52.776713,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.777710,2.220933,2019-05-08 13:22:52.777710,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.780702,2.223925,2019-05-08 13:22:52.780702,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.782697,2.22592,2019-05-08 13:22:52.782697,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.786687,2.22991,2019-05-08 13:22:52.786687,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.788681,2.231904,2019-05-08 13:22:52.788681,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.791674,2.234897,2019-05-08 13:22:52.791674,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.793667,2.23689,2019-05-08 13:22:52.793667,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.797658,2.240881,2019-05-08 13:22:52.797658,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.800648,2.243871,2019-05-08 13:22:52.800648,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.802643,2.245866,2019-05-08 13:22:52.802643,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.806633,2.249856,2019-05-08 13:22:52.806633,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.809625,2.252848,2019-05-08 13:22:52.809625,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.811619,2.254842,2019-05-08 13:22:52.811619,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.813614,2.256837,2019-05-08 13:22:52.813614,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.817605,2.260828,2019-05-08 13:22:52.817605,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.819598,2.262821,2019-05-08 13:22:52.819598,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.822591,2.265814,2019-05-08 13:22:52.822591,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.826582,2.269805,2019-05-08 13:22:52.826582,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.829572,2.272795,2019-05-08 13:22:52.829572,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.831567,2.27479,2019-05-08 13:22:52.831567,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.833562,2.276785,2019-05-08 13:22:52.833562,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.837552,2.280775,2019-05-08 13:22:52.837552,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.839545,2.282768,2019-05-08 13:22:52.839545,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.842538,2.285761,2019-05-08 13:22:52.842538,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.846528,2.289751,2019-05-08 13:22:52.846528,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.849519,2.292742,2019-05-08 13:22:52.849519,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.851514,2.294737,2019-05-08 13:22:52.851514,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.853509,2.296732,2019-05-08 13:22:52.853509,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.857499,2.300722,2019-05-08 13:22:52.857499,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.860489,2.303712,2019-05-08 13:22:52.860489,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.862484,2.305707,2019-05-08 13:22:52.862484,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.866474,2.309697,2019-05-08 13:22:52.866474,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.869467,2.31269,2019-05-08 13:22:52.869467,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.871460,2.314683,2019-05-08 13:22:52.871460,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.873455,2.316678,2019-05-08 13:22:52.873455,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.878444,2.321667,2019-05-08 13:22:52.878444,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.880437,2.32366,2019-05-08 13:22:52.880437,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.882432,2.325655,2019-05-08 13:22:52.882432,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.885424,2.328647,2019-05-08 13:22:52.885424,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.889414,2.332637,2019-05-08 13:22:52.889414,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.892405,2.335628,2019-05-08 13:22:52.892405,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.894399,2.337622,2019-05-08 13:22:52.894399,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.898389,2.341612,2019-05-08 13:22:52.898389,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.900383,2.343606,2019-05-08 13:22:52.900383,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.903377,2.3466,2019-05-08 13:22:52.903377,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.905371,2.348594,2019-05-08 13:22:52.905371,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.910360,2.353583,2019-05-08 13:22:52.910360,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.912351,2.355574,2019-05-08 13:22:52.912351,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:52.914346,2.357569,2019-05-08 13:22:52.914346,0,b,0,('0.0.0.0', 11000),()
