Time,Delta,Dela Prev,Data,Data Id,Data Type,Data Count,Ip Address
2019-05-08 13:28:56.537729,4.1727,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.538727,4.173698,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.538727,4.173698,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.538727,4.173698,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.538727,4.173698,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.539724,4.174695,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.539724,4.174695,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.539724,4.174695,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.539724,4.174695,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.542716,4.177687,0.002992,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.542716,4.177687,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.542716,4.177687,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.542716,4.177687,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.543714,4.178685,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.543714,4.178685,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.543714,4.178685,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.543714,4.178685,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.544712,4.179683,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.544712,4.179683,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.544712,4.179683,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.544712,4.179683,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.545707,4.180678,0.000995,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.545707,4.180678,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.545707,4.180678,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.545707,4.180678,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.546705,4.181676,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.546705,4.181676,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.546705,4.181676,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.546705,4.181676,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.547702,4.182673,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.547702,4.182673,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.547702,4.182673,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.548700,4.183671,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.548700,4.183671,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.548700,4.183671,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.548700,4.183671,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.549698,4.184669,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.549698,4.184669,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.549698,4.184669,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.549698,4.184669,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.552691,4.187662,0.002993,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.552691,4.187662,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.553688,4.188659,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.553688,4.188659,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.553688,4.188659,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.554685,4.189656,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.554685,4.189656,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.554685,4.189656,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.554685,4.189656,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.555682,4.190653,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.555682,4.190653,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.555682,4.190653,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.555682,4.190653,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.556678,4.191649,0.000996,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.556678,4.191649,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.556678,4.191649,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.557676,4.192647,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.557676,4.192647,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.557676,4.192647,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.557676,4.192647,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.558674,4.193645,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.558674,4.193645,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.558674,4.193645,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.558674,4.193645,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.559672,4.194643,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.559672,4.194643,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.559672,4.194643,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.559672,4.194643,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.562664,4.197635,0.002992,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.562664,4.197635,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.562664,4.197635,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.563662,4.198633,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.563662,4.198633,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.563662,4.198633,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.564658,4.199629,0.000996,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.564658,4.199629,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.564658,4.199629,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.564658,4.199629,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.565655,4.200626,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.565655,4.200626,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.565655,4.200626,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.565655,4.200626,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.566653,4.201624,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.566653,4.201624,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.566653,4.201624,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.566653,4.201624,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.567650,4.202621,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.567650,4.202621,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.567650,4.202621,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.567650,4.202621,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.568647,4.203618,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.568647,4.203618,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.569660,4.204631,0.001013,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.569660,4.204631,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.569660,4.204631,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.570642,4.205613,0.000982,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.570642,4.205613,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.570642,4.205613,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.570642,4.205613,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.572636,4.207607,0.001994,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.573634,4.208605,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.573634,4.208605,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.573634,4.208605,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.573634,4.208605,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.574630,4.209601,0.000996,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.574630,4.209601,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.574630,4.209601,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.574630,4.209601,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.575629,4.2106,0.000999,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.575629,4.2106,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.575629,4.2106,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.576626,4.211597,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.576626,4.211597,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.576626,4.211597,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.576626,4.211597,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.577623,4.212594,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.577623,4.212594,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.577623,4.212594,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.577623,4.212594,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.578620,4.213591,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.578620,4.213591,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.578620,4.213591,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.578620,4.213591,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.579618,4.214589,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.579618,4.214589,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.579618,4.214589,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.579618,4.214589,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.580616,4.215587,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.580616,4.215587,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.580616,4.215587,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.580616,4.215587,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.582610,4.217581,0.001994,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.583608,4.218579,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.583608,4.218579,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.583608,4.218579,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.584606,4.219577,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.584606,4.219577,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.584606,4.219577,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.584606,4.219577,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.585603,4.220574,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.586600,4.221571,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.586600,4.221571,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.586600,4.221571,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.586600,4.221571,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.587596,4.222567,0.000996,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.587596,4.222567,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.587596,4.222567,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.587596,4.222567,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.588595,4.223566,0.000999,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.588595,4.223566,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.588595,4.223566,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.588595,4.223566,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.589591,4.224562,0.000996,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.589591,4.224562,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.589591,4.224562,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.589591,4.224562,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.590590,4.225561,0.000999,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.590590,4.225561,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.590590,4.225561,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.590590,4.225561,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.592584,4.227555,0.001994,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.593581,4.228552,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.593581,4.228552,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.593581,4.228552,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.594578,4.229549,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.594578,4.229549,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.594578,4.229549,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.594578,4.229549,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.595577,4.230548,0.000999,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.595577,4.230548,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.595577,4.230548,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.595577,4.230548,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.596573,4.231544,0.000996,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.596573,4.231544,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.596573,4.231544,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.596573,4.231544,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.597571,4.232542,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.597571,4.232542,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.597571,4.232542,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.597571,4.232542,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.598569,4.23354,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.598569,4.23354,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.598569,4.23354,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.598569,4.23354,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.599566,4.234537,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.599566,4.234537,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.599566,4.234537,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.599566,4.234537,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.600563,4.235534,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.600563,4.235534,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.600563,4.235534,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.600563,4.235534,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.603557,4.238528,0.002994,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.604551,4.239522,0.000994,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.604551,4.239522,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.604551,4.239522,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.605549,4.24052,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.605549,4.24052,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.605549,4.24052,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.605549,4.24052,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.606546,4.241517,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.606546,4.241517,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.606546,4.241517,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.606546,4.241517,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.607543,4.242514,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.607543,4.242514,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.607543,4.242514,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.607543,4.242514,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.608541,4.243512,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.608541,4.243512,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.608541,4.243512,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.608541,4.243512,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.609539,4.24451,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.609539,4.24451,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.609539,4.24451,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.610536,4.245507,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.610536,4.245507,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.610536,4.245507,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.610536,4.245507,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.611533,4.246504,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.611533,4.246504,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.611533,4.246504,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.611533,4.246504,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.612531,4.247502,0.000998,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.614526,4.249497,0.001995,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.614526,4.249497,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.614526,4.249497,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.615522,4.250493,0.000996,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.615522,4.250493,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.615522,4.250493,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.615522,4.250493,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.616522,4.251493,0.001,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.616522,4.251493,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.616522,4.251493,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.616522,4.251493,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.617519,4.25249,0.000997,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.617519,4.25249,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.617519,4.25249,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.617519,4.25249,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.618515,4.253486,0.000996,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.618515,4.253486,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.618515,4.253486,0.0,(),0,b,0,('0.0.0.0', 11000)
2019-05-08 13:28:56.619516,4.254487,0.001001,(),0,b,0,('0.0.0.0', 11000)
