Time,Delta,Dela Prev,Data Id,Data Type,Data Count,Ip Address,Data
2019-05-11 09:42:45.842214,12.474958,0.05671,5100,L,2,('192.168.1.136'; 11000),(917830416, 379523733)
2019-05-11 09:42:46.045390,12.678134,0.203176,5100,L,2,('192.168.1.136'; 11000),(917830416, 379523733)
2019-05-11 09:42:46.249978,12.882722,0.204588,5100,L,2,('192.168.1.136'; 11000),(917830416, 379523733)
2019-05-11 09:42:46.452581,13.085325,0.202603,5100,L,2,('192.168.1.136'; 11000),(917830416, 379523750)
2019-05-11 09:42:46.658298,13.291042,0.205717,5100,L,2,('192.168.1.136'; 11000),(917830416, 379523750)
2019-05-11 09:42:46.859102,13.491846,0.200804,5100,L,2,('192.168.1.136'; 11000),(917830416, 379523750)
2019-05-11 09:42:47.065954,13.698698,0.206852,5100,L,2,('192.168.1.136'; 11000),(917830433, 379523750)
2019-05-11 09:42:47.268080,13.900824,0.202126,5100,L,2,('192.168.1.136'; 11000),(917830433, 379523750)
2019-05-11 09:42:47.473587,14.106331,0.205507,5100,L,2,('192.168.1.136'; 11000),(917830433, 379523750)
2019-05-11 09:42:47.677504,14.310248,0.203917,5100,L,2,('192.168.1.136'; 11000),(917830433, 379523750)
2019-05-11 09:42:47.880421,14.513165,0.202917,5100,L,2,('192.168.1.136'; 11000),(917830433, 379523750)
2019-05-11 09:42:48.085914,14.718658,0.205493,5100,L,2,('192.168.1.136'; 11000),(917830450, 379523750)
2019-05-11 09:42:48.289542,14.922286,0.203628,5100,L,2,('192.168.1.136'; 11000),(917830450, 379523750)
2019-05-11 09:42:48.488375,15.121119,0.198833,5100,L,2,('192.168.1.136'; 11000),(917830466, 379523750)
2019-05-11 09:42:48.697670,15.330414,0.209295,5100,L,2,('192.168.1.136'; 11000),(917830466, 379523750)
2019-05-11 09:42:48.902084,15.534828,0.204414,5100,L,2,('192.168.1.136'; 11000),(917830483, 379523750)
2019-05-11 09:42:49.105576,15.73832,0.203492,5100,L,2,('192.168.1.136'; 11000),(917830516, 379523750)
2019-05-11 09:42:49.296688,15.929432,0.191112,5100,L,2,('192.168.1.136'; 11000),(917830533, 379523750)
2019-05-11 09:42:49.499150,16.131894,0.202462,5100,L,2,('192.168.1.136'; 11000),(917830566, 379523750)
2019-05-11 09:42:49.703921,16.336665,0.204771,5100,L,2,('192.168.1.136'; 11000),(917830583, 379523750)
2019-05-11 09:42:49.915536,16.54828,0.211615,5100,L,2,('192.168.1.136'; 11000),(917830633, 379523750)
2019-05-11 09:42:50.123328,16.756072,0.207792,5100,L,2,('192.168.1.136'; 11000),(917830683, 379523750)
2019-05-11 09:42:50.318289,16.951033,0.194961,5100,L,2,('192.168.1.136'; 11000),(917830733, 379523750)
2019-05-11 09:42:50.520226,17.15297,0.201937,5100,L,2,('192.168.1.136'; 11000),(917830800, 379523750)
2019-05-11 09:42:50.726497,17.359241,0.206271,5100,L,2,('192.168.1.136'; 11000),(917830866, 379523750)
2019-05-11 09:42:50.940923,17.573667,0.214426,5100,L,2,('192.168.1.136'; 11000),(917830950, 379523750)
2019-05-11 09:42:51.141592,17.774336,0.200669,5100,L,2,('192.168.1.136'; 11000),(917831016, 379523733)
2019-05-11 09:42:51.337623,17.970367,0.196031,5100,L,2,('192.168.1.136'; 11000),(917831116, 379523733)
2019-05-11 09:42:51.551380,18.184124,0.213757,5100,L,2,('192.168.1.136'; 11000),(917831200, 379523733)
2019-05-11 09:42:51.752491,18.385235,0.201111,5100,L,2,('192.168.1.136'; 11000),(917831300, 379523733)
2019-05-11 09:42:51.948067,18.580811,0.195576,5100,L,2,('192.168.1.136'; 11000),(917831400, 379523733)
2019-05-11 09:42:52.165521,18.798265,0.217454,5100,L,2,('192.168.1.136'; 11000),(917831516, 379523733)
2019-05-11 09:42:52.369349,19.002093,0.203828,5100,L,2,('192.168.1.136'; 11000),(917831616, 379523716)
2019-05-11 09:42:52.560754,19.193498,0.191405,5100,L,2,('192.168.1.136'; 11000),(917831733, 379523716)
2019-05-11 09:42:52.765169,19.397913,0.204415,5100,L,2,('192.168.1.136'; 11000),(917831850, 379523716)
2019-05-11 09:42:52.980009,19.612753,0.21484,5100,L,2,('192.168.1.136'; 11000),(917831983, 379523700)
2019-05-11 09:42:53.184255,19.816999,0.204246,5100,L,2,('192.168.1.136'; 11000),(917832100, 379523700)
2019-05-11 09:42:53.383011,20.015755,0.198756,5100,L,2,('192.168.1.136'; 11000),(917832233, 379523700)
2019-05-11 09:42:53.590229,20.222973,0.207218,5100,L,2,('192.168.1.136'; 11000),(917832366, 379523683)
