Time,Delta,Dela Prev,Data Id,Data Type,Data Count,Ip Address,Data
2019-05-11 00:59:03.955843,512.71961,0.367625,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:04.189092,512.952859,0.233249,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:04.574375,513.338142,0.385283,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:04.797454,513.561221,0.223079,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:05.188802,513.952569,0.391348,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:05.429609,514.193376,0.240807,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:05.805236,514.569003,0.375627,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:06.021999,514.785766,0.216763,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:06.421645,515.185412,0.399646,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:06.643386,515.407153,0.221741,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:06.936147,515.699914,0.292761,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:07.255786,516.019553,0.319639,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:07.537900,516.301667,0.282114,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:07.871189,516.634956,0.333289,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:08.137909,516.901676,0.26672,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:08.537636,517.301403,0.399727,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:08.754518,517.518285,0.216882,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:09.154079,517.917846,0.399561,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:09.376643,518.14041,0.222564,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:09.769499,518.533266,0.392856,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:09.989939,518.753706,0.22044,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:10.371357,519.135124,0.381418,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:10.603647,519.367414,0.23229,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:10.986055,519.749822,0.382408,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:11.220160,519.983927,0.234105,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:11.503381,520.267148,0.283221,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:11.836562,520.600329,0.333181,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:12.119735,520.883502,0.283173,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:12.442837,521.206604,0.323102,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:12.720172,521.483939,0.277335,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:13.116230,521.879997,0.396058,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:13.339821,522.103588,0.223591,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:13.719216,522.482983,0.379395,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:13.954999,522.718766,0.235783,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:14.344193,523.10796,0.389194,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:14.569946,523.333713,0.225753,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:14.963052,523.726819,0.393106,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:15.184335,523.948102,0.221283,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:15.584269,524.348036,0.399934,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:15.798181,524.561948,0.213912,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:16.070577,524.834344,0.272396,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:16.415106,525.178873,0.344529,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:16.684848,525.448615,0.269742,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:17.030013,525.79378,0.345165,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:17.331083,526.09485,0.30107,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:17.694425,526.458192,0.363342,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:17.937902,526.701669,0.243477,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:18.310928,527.074695,0.373026,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:18.525952,527.289719,0.215024,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:18.918355,527.682122,0.392403,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:19.147992,527.911759,0.229637,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:19.541119,528.304886,0.393127,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:19.762767,528.526534,0.221648,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:20.152496,528.916263,0.389729,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:20.373604,529.137371,0.221108,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:20.767545,529.531312,0.393941,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:20.993179,529.756946,0.225634,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:21.282797,530.046564,0.289618,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:21.601759,530.365526,0.318962,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:21.899840,530.663607,0.298081,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:22.273794,531.037561,0.373954,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:22.495509,531.259276,0.221715,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:22.882915,531.646682,0.387406,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:23.099419,531.863186,0.216504,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:23.499304,532.263071,0.399885,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:23.715880,532.479647,0.216576,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:24.115629,532.879396,0.399749,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:24.331386,533.095153,0.215757,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:24.733311,533.497078,0.401925,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:24.956089,533.719856,0.222778,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:25.349019,534.112786,0.39293,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:25.570438,534.334205,0.221419,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:25.842418,534.606185,0.27198,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:26.206134,534.969901,0.363716,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:26.457452,535.221219,0.251318,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:26.847094,535.610861,0.389642,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:27.083523,535.84729,0.236429,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:27.466910,536.230677,0.383387,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:27.708678,536.472445,0.241768,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:28.077911,536.841678,0.369233,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:28.296988,537.060755,0.219077,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:28.689081,537.452848,0.392093,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:28.918641,537.682408,0.22956,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:29.306804,538.070571,0.388163,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:29.533981,538.297748,0.227177,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:29.926952,538.690719,0.392971,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:30.145017,538.908784,0.218065,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:30.441517,539.205284,0.2965,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:30.759533,539.5233,0.318016,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:31.032167,539.795934,0.272634,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:31.426864,540.190631,0.394697,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:31.651702,540.415469,0.224838,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:32.044503,540.80827,0.392801,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:32.265427,541.029194,0.220924,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:32.659529,541.423296,0.394102,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:32.871256,541.635023,0.211727,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:33.274447,542.038214,0.403191,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:33.491511,542.255278,0.217064,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:33.889497,542.653264,0.397986,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:34.109525,542.873292,0.220028,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:34.493547,543.257314,0.384022,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:34.727084,543.490851,0.233537,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:34.993748,543.757515,0.266664,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:35.338205,544.101972,0.344457,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:35.624487,544.388254,0.286282,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:36.007832,544.771599,0.383345,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:36.241513,545.00528,0.233681,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:36.621522,545.385289,0.380009,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:36.856246,545.620013,0.234724,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:37.228066,545.991833,0.37182,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:37.454365,546.218132,0.226299,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:37.847496,546.611263,0.393131,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:38.074860,546.838627,0.227364,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:38.467551,547.231318,0.392691,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:38.687510,547.451277,0.219959,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:39.082815,547.846582,0.395305,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:39.293167,548.056934,0.210352,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:39.597159,548.360926,0.303992,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:39.920248,548.684015,0.323089,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:40.211656,548.975423,0.291408,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:40.583525,549.347292,0.371869,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:40.800863,549.56463,0.217338,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:41.185733,549.9495,0.38487,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:41.420576,550.184343,0.234843,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:41.802637,550.566404,0.382061,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:42.026121,550.789888,0.223484,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:42.429291,551.193058,0.40317,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:42.646158,551.409925,0.216867,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:43.031228,551.794995,0.38507,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:43.260472,552.024239,0.229244,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:43.658454,552.422221,0.397982,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:43.882637,552.646404,0.224183,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:44.146608,552.910375,0.263971,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:44.492337,553.256104,0.345729,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:44.770914,553.534681,0.278577,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:45.154895,553.918662,0.383981,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:45.386343,554.15011,0.231448,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:45.764451,554.528218,0.378108,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:46.008332,554.772099,0.243881,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:46.393761,555.157528,0.385429,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:46.611413,555.37518,0.217652,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:46.996309,555.760076,0.384896,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:47.225292,555.989059,0.228983,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:47.623044,556.386811,0.397752,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:47.832799,556.596566,0.209755,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:48.233767,556.997534,0.400968,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:48.450099,557.213866,0.216332,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:48.731723,557.49549,0.281624,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:49.074112,557.837879,0.342389,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:49.348931,558.112698,0.274819,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:49.741624,558.505391,0.392693,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:49.984436,558.748203,0.242812,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:50.357145,559.120912,0.372709,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:50.592002,559.355769,0.234857,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:50.972176,559.735943,0.380174,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:51.192477,559.956244,0.220301,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:51.587482,560.351249,0.395005,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:51.804556,560.568323,0.217074,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:52.200752,560.964519,0.396196,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:52.423297,561.187064,0.222545,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:52.813466,561.577233,0.390169,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:53.039225,561.802992,0.225759,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:53.322558,562.086325,0.283333,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:53.654220,562.417987,0.331662,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:53.936556,562.700323,0.282336,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:54.307917,563.071684,0.371361,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:54.547653,563.31142,0.239736,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:54.928603,563.69237,0.38095,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:55.171985,563.935752,0.243382,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:55.538769,564.302536,0.366784,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:55.770829,564.534596,0.23206,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:56.155198,564.918965,0.384369,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:56.381070,565.144837,0.225872,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:56.777701,565.541468,0.396631,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:56.993386,565.757153,0.215685,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:57.387308,566.151075,0.393922,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:57.603363,566.36713,0.216055,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:57.903948,566.667715,0.300585,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:58.229253,566.99302,0.325305,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:58.513353,567.27712,0.2841,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:58.847670,567.611437,0.334317,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:59.119867,567.883634,0.272197,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:59.513509,568.277276,0.393642,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 00:59:59.734776,568.498543,0.221267,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 01:00:00.128470,568.892237,0.393694,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 01:00:00.335775,569.099542,0.207305,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 01:00:00.736821,569.500588,0.401046,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 01:00:00.953428,569.717195,0.216607,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 01:00:01.356607,570.120374,0.403179,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 01:00:01.565670,570.329437,0.209063,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 01:00:01.973510,570.737277,0.40784,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 01:00:02.186630,570.950397,0.21312,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 01:00:02.486157,571.249924,0.299527,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 01:00:02.803614,571.567381,0.317457,5100,L,2,('192.168.1.136'; 11000),(0, 0)
2019-05-11 01:00:03.069406,571.833173,0.265792,5100,L,2,('192.168.1.136'; 11000),(0, 0)
